processors,readin,mapping,converting,changetypes,GroupByArtist,GroupByYear,Analysis
4,40.86807918082923,4.163584995083511,7.818650169298053,7.818650169298053,0.0836571860127151,0.01827263878658414,2027.4770630188286
4,31.271230002865195,4.3057850152254105,2.899585384875536,2.899585384875536,0.0377968130633235,0.009767813608050346,2081.777309858706
